division,rank,fighter,avgCardSlot,fightsUsed,lastFight,divisionInferred
MIDDLEWEIGHT,72,"Tresean Gore",11.80,3,2026-04-04,no
MIDDLEWEIGHT,73,"Azamat Bekoev",12.29,3,2026-04-04,no
MIDDLEWEIGHT,74,"Wes Schultz",12.75,2,2026-05-02,no
MIDDLEWEIGHT,75,"Baisangur Susurkaev",13.00,2,2026-05-09,no
WELTERWEIGHT,1,"Islam Makhachev",1.00,3,2025-11-15,no
WELTERWEIGHT,2,"Jack Della Maddalena",1.00,3,2026-05-02,no
WELTERWEIGHT,3,"Gilbert Burns",1.00,3,2026-04-18,no
WELTERWEIGHT,4,"Gabriel Bonfim",1.18,3,2026-06-06,no
WELTERWEIGHT,5,"Belal Muhammad",1.31,3,2026-06-06,no
WELTERWEIGHT,6,"Ian Garry",1.69,3,2025-11-22,yes
WELTERWEIGHT,7,"Mike Malott",2.22,3,2026-04-18,no
WELTERWEIGHT,8,"Carlos Prates",2.29,3,2026-05-02,no
WELTERWEIGHT,9,"Santiagio Ponzinibbio",2.51,3,2025-05-03,yes
WELTERWEIGHT,10,"Leon Edwards",2.53,3,2025-11-15,yes
WELTERWEIGHT,11,"Joaquin Buckley",2.53,3,2026-05-09,no
WELTERWEIGHT,12,"Michael Morales",2.76,3,2025-11-15,yes
WELTERWEIGHT,13,"Sean Brady",2.90,3,2026-05-09,no
WELTERWEIGHT,14,"Michael Page",3.12,3,2026-03-21,no
WELTERWEIGHT,15,"Gunnar Nelson",3.18,3,2025-03-22,yes
WELTERWEIGHT,16,"Geoff Neal",3.22,3,2026-02-22,no
WELTERWEIGHT,17,"Daniel Rodriguez",3.37,3,2025-07-19,no
WELTERWEIGHT,18,"Stephen Thompson",3.41,3,2025-07-12,yes
WELTERWEIGHT,19,"Carlston Harris",3.53,3,2026-05-30,no
WELTERWEIGHT,20,"Uros Medic",3.78,3,2026-02-22,no
WELTERWEIGHT,21,"Elizeu Zaleski dos Santos",4.45,3,2025-08-02,yes
WELTERWEIGHT,22,"Kevin Holland",4.73,3,2026-04-11,no
WELTERWEIGHT,23,"Muslim Salikhov",4.76,3,2026-05-30,no
WELTERWEIGHT,24,"Randy Brown",4.80,3,2026-04-11,no
WELTERWEIGHT,25,"Jake Matthews",4.82,3,2026-05-30,no
WELTERWEIGHT,26,"Sam Patterson",5.51,3,2026-03-21,no
WELTERWEIGHT,27,"Niko Price",5.82,3,2026-03-28,no
WELTERWEIGHT,28,"Charlie Radtke",5.86,3,2025-11-01,yes
WELTERWEIGHT,29,"Michael Chiesa",6.18,3,2026-03-28,no
WELTERWEIGHT,30,"Neil Magny",6.22,3,2025-12-13,yes
WELTERWEIGHT,31,"Chidi Njokuani",6.39,3,2026-02-22,no
WELTERWEIGHT,32,"Chris Curtis",6.45,3,2026-03-14,no
WELTERWEIGHT,33,"Joel Alvarez",6.47,3,2026-05-09,no
WELTERWEIGHT,34,"Jeremiah Wells",6.51,3,2026-05-16,no
WELTERWEIGHT,35,"Aalon Cruz",6.82,3,2025-01-04,yes
WELTERWEIGHT,36,"Nicolas Dalby",6.94,3,2026-05-16,no
WELTERWEIGHT,37,"Alex Morono",6.94,3,2026-02-07,yes
WELTERWEIGHT,38,"Carlos Leal",7.18,3,2026-02-22,no
WELTERWEIGHT,39,"Danny Barlow",7.18,3,2025-10-18,yes
WELTERWEIGHT,40,"Jacobe Smith",7.45,3,2026-02-22,no
WELTERWEIGHT,41,"Kiefer Crosbie",7.62,2,2025-08-23,yes
WELTERWEIGHT,42,"Ange Loosa",7.71,3,2025-06-14,yes
WELTERWEIGHT,43,"Nikolay Veretennikov",7.86,3,2026-05-16,no
WELTERWEIGHT,44,"Kevin Jousset",7.94,3,2025-02-08,yes
WELTERWEIGHT,45,"Khaos Williams",7.98,3,2026-05-16,no
WELTERWEIGHT,46,"Yaroslav Amosov",8.00,2,2026-05-09,no
WELTERWEIGHT,47,"Jose Souza",8.63,2,2026-05-30,no
WELTERWEIGHT,48,"Oban Elliott",8.76,3,2026-01-31,no
WELTERWEIGHT,49,"Themba Gorimbo",8.84,3,2026-05-02,no
WELTERWEIGHT,50,"Court McGee",8.86,3,2025-06-14,yes
WELTERWEIGHT,51,"Preston Parsons",9.27,3,2025-01-11,yes
WELTERWEIGHT,52,"Trey Waters",9.27,3,2025-09-06,yes
WELTERWEIGHT,53,"Francisco Prado",9.49,3,2026-04-11,no
WELTERWEIGHT,54,"Daniil Donchenko",9.63,2,2026-02-07,no
WELTERWEIGHT,55,"Punahele Soriano",9.78,3,2026-02-22,no
WELTERWEIGHT,56,"Adam Fugitt",9.78,3,2026-01-24,yes
WELTERWEIGHT,57,"Ramiz Brahimaj",9.96,3,2026-02-22,no
WELTERWEIGHT,58,"Ko Seok-hyun",10.12,2,2025-11-01,yes
WELTERWEIGHT,59,"Charles Radtke",10.50,2,2026-04-11,no
WELTERWEIGHT,60,"Andreas Gustafsson",10.87,2,2025-09-06,no
WELTERWEIGHT,61,"Jonathan Micallef",11.41,3,2026-05-02,no
WELTERWEIGHT,62,"Philip Rowe",11.45,3,2025-11-01,yes
WELTERWEIGHT,63,"Rinat Fakhretdinov",11.57,3,2025-09-06,yes
WELTERWEIGHT,64,"Austin Vanderford",11.88,2,2025-10-04,yes
WELTERWEIGHT,65,"Max Griffin",12.00,3,2026-04-25,no
LIGHTWEIGHT,1,"Max Holloway",1.00,3,2026-03-07,no
LIGHTWEIGHT,2,"Charles Oliveira",1.00,3,2026-03-07,no
LIGHTWEIGHT,3,"Ilia Topuria",1.00,3,2026-06-14,no
LIGHTWEIGHT,4,"Dustin Poirier",1.18,3,2025-07-19,yes
LIGHTWEIGHT,5,"Justin Gaethje",1.18,3,2026-06-14,no
LIGHTWEIGHT,6,"Paddy Pimblett",1.67,3,2026-01-24,no
LIGHTWEIGHT,7,"Dan Hooker",1.88,3,2026-01-31,yes
LIGHTWEIGHT,8,"Arman Tsarukyan",1.92,3,2025-11-22,yes
LIGHTWEIGHT,9,"Renato Moicano",2.16,3,2026-04-04,no
LIGHTWEIGHT,10,"Rafael Fiziev",2.51,3,2026-01-31,no
LIGHTWEIGHT,11,"Brian Ortega",2.69,3,2026-03-07,no
LIGHTWEIGHT,12,"Benoit St. Denis",2.92,3,2026-01-31,yes
LIGHTWEIGHT,13,"Chris Duncan",3.02,3,2026-04-04,no
LIGHTWEIGHT,14,"Beneil Dariush",3.29,3,2026-05-02,no
LIGHTWEIGHT,15,"Michael Chandler",3.53,3,2026-06-14,no
LIGHTWEIGHT,16,"Quillan Salkilld",3.65,3,2026-05-02,no
LIGHTWEIGHT,17,"Daniel Zellhuber",3.80,3,2026-02-28,no
LIGHTWEIGHT,18,"Mauricio Ruffy",3.84,3,2026-06-14,no
LIGHTWEIGHT,19,"King Green",4.25,2,2026-05-09,no
LIGHTWEIGHT,20,"Manuel Torres",4.27,3,2025-03-29,no
LIGHTWEIGHT,21,"Tom Nolan",4.35,3,2026-06-06,no
LIGHTWEIGHT,22,"Tofiq Musayev",4.41,3,2026-04-04,no
LIGHTWEIGHT,23,"Mateusz Gamrot",4.57,3,2026-04-11,no
LIGHTWEIGHT,24,"Ignacio Bahamondes",4.73,3,2026-03-28,no
LIGHTWEIGHT,25,"Myktybek Orolbai Uulu",4.73,3,2025-11-22,yes
LIGHTWEIGHT,26,"Rafa Garcia",4.80,3,2026-04-25,no
LIGHTWEIGHT,27,"Elves Brenner",4.84,3,2025-08-02,yes
LIGHTWEIGHT,28,"Jeremy Stephens",4.94,3,2026-05-09,no
LIGHTWEIGHT,29,"Drew Dober",5.06,3,2026-03-07,no
LIGHTWEIGHT,30,"Nasrat Haqparast",5.08,3,2025-10-25,yes
LIGHTWEIGHT,31,"Bobby Green",5.14,3,2025-12-13,yes
LIGHTWEIGHT,32,"Fares Ziam",5.20,3,2026-06-06,no
LIGHTWEIGHT,33,"Alexander Hernandez",5.22,3,2026-04-25,no
LIGHTWEIGHT,34,"Michael Johnson",5.37,3,2026-03-07,no
LIGHTWEIGHT,35,"Kyle Nelson",5.45,3,2026-03-28,no
LIGHTWEIGHT,36,"Ismael Bonfim",5.47,3,2025-11-08,no
LIGHTWEIGHT,37,"Esteban Ribovics",5.55,3,2026-04-11,no
LIGHTWEIGHT,38,"Matt Frevola",5.63,3,2025-10-18,yes
LIGHTWEIGHT,39,"Gauge Young",5.86,3,2026-04-18,no
LIGHTWEIGHT,40,"Jai Herbert",5.88,3,2026-04-18,no
LIGHTWEIGHT,41,"Mason Jones",5.90,3,2026-03-21,no
LIGHTWEIGHT,42,"Charlie Campbell",5.92,3,2025-09-27,yes
LIGHTWEIGHT,43,"Carlos Diego Ferreira",6.04,3,2025-09-13,yes
LIGHTWEIGHT,44,"Ludovit Klein",6.04,3,2025-10-25,no
LIGHTWEIGHT,45,"Thiago Moises",6.04,3,2026-04-18,no
LIGHTWEIGHT,46,"Rhys McKee",6.10,3,2025-09-06,yes
LIGHTWEIGHT,47,"Axel Sola",6.25,2,2026-03-21,no
LIGHTWEIGHT,48,"Jamie Mullarkey",6.84,3,2026-01-31,yes
LIGHTWEIGHT,49,"Terrance McKinney",6.86,3,2026-03-28,no
LIGHTWEIGHT,50,"Nazim Sadykhov",6.86,3,2025-12-06,no
LIGHTWEIGHT,51,"Jordan Vucenic",6.88,2,2025-03-22,yes
LIGHTWEIGHT,52,"Gabriel Green",6.90,3,2025-05-17,yes
LIGHTWEIGHT,53,"Jared Gordon",7.12,3,2026-05-09,no
LIGHTWEIGHT,54,"Kyle Prepolec",7.31,3,2025-10-18,yes
LIGHTWEIGHT,55,"Mateusz Rebecki",7.41,3,2026-05-09,no
LIGHTWEIGHT,56,"Chris Padilla",7.61,3,2026-04-11,no
LIGHTWEIGHT,57,"Bolaji Oki",7.80,3,2026-03-14,no
LIGHTWEIGHT,58,"Claudio Puelles",8.06,3,2025-09-13,yes
LIGHTWEIGHT,59,"Grant Dawson",8.08,3,2026-05-09,no
LIGHTWEIGHT,60,"Rong Zhu",8.24,3,2025-08-23,yes
LIGHTWEIGHT,61,"Chase Hooper",8.31,3,2026-03-28,no
LIGHTWEIGHT,62,"Jalin Turner",8.37,3,2025-12-06,yes
LIGHTWEIGHT,63,"Nikolas Motta",8.37,3,2025-06-21,yes
LIGHTWEIGHT,64,"Mike Davis",8.43,3,2025-07-12,yes
LIGHTWEIGHT,65,"Timothy Cuamba",8.61,3,2025-11-01,yes
LIGHTWEIGHT,66,"AJ Cunningham",8.75,2,2025-03-15,yes
LIGHTWEIGHT,67,"Jim Miller",8.84,3,2026-05-09,no
LIGHTWEIGHT,68,"Edson Barboza",8.86,3,2025-12-06,no
LIGHTWEIGHT,69,"Damir Hadzovic",8.92,3,2025-02-01,yes
LIGHTWEIGHT,70,"Drakkar Klose",9.20,3,2025-08-16,yes
LIGHTWEIGHT,71,"Austin Hubbard",9.22,3,2025-08-23,yes
LIGHTWEIGHT,72,"Mairon Santos",9.41,3,2025-12-06,yes
LIGHTWEIGHT,73,"Hayisaer Maheshate",9.43,3,2025-08-23,yes
LIGHTWEIGHT,74,"Trey Ogden",9.51,3,2026-05-16,no
LIGHTWEIGHT,75,"Evan Elder",9.59,3,2025-04-26,yes
LIGHTWEIGHT,76,"Rolando Bedoya",9.59,3,2025-09-27,yes
LIGHTWEIGHT,77,"Vinc Pichel",9.69,3,2025-03-29,yes
LIGHTWEIGHT,78,"Tommy Gantt",10.00,2,2026-05-16,no
LIGHTWEIGHT,79,"Matheus Camilo",10.00,2,2025-11-15,no
LIGHTWEIGHT,80,"Yanal Ashmoz",10.04,3,2025-06-07,yes
LIGHTWEIGHT,81,"Lando Vannata",10.22,3,2026-04-04,no
LIGHTWEIGHT,82,"Anshul Jubli",10.29,3,2025-02-08,yes
LIGHTWEIGHT,83,"Viacheslav Borshchev",10.67,3,2025-11-15,yes
LIGHTWEIGHT,84,"Darrius Flowers",10.71,3,2026-04-04,no
LIGHTWEIGHT,85,"Joe Solecki",11.24,3,2025-01-11,yes
LIGHTWEIGHT,86,"Mitch Ramirez",11.37,2,2025-07-12,no
LIGHTWEIGHT,87,"Guram Kutateladze",11.53,3,2025-03-22,yes
LIGHTWEIGHT,88,"Kai Kamaka III",11.59,3,2026-04-04,no
LIGHTWEIGHT,89,"Abdul-Kareem Al-Selwady",12.25,2,2026-03-21,no
LIGHTWEIGHT,90,"Kody Steele",12.50,2,2026-05-02,no
LIGHTWEIGHT,91,"Francis Marshall",12.78,3,2026-04-25,no
LIGHTWEIGHT,92,"Dom Mar Fan",12.88,2,2026-05-02,no
FEATHERWEIGHT,1,"Alexander Volkanovski",1.00,3,2026-01-31,yes
FEATHERWEIGHT,2,"Lerone Murphy",1.31,3,2026-03-21,no
FEATHERWEIGHT,3,"Youssef Zalal",2.10,3,2026-04-25,no
FEATHERWEIGHT,4,"Melquizael Costa",2.16,3,2026-05-16,no
FEATHERWEIGHT,5,"Kevin Vallejos",2.22,3,2026-03-14,no
FEATHERWEIGHT,6,"Yair Rodriguez",2.33,3,2025-04-12,yes
FEATHERWEIGHT,7,"Aljamain Sterling",2.59,3,2026-04-25,no
FEATHERWEIGHT,8,"Giga Chikadze",2.69,3,2026-06-20,no
FEATHERWEIGHT,9,"David Onama",2.90,3,2025-11-01,yes
FEATHERWEIGHT,10,"Arnold Allen",2.96,3,2026-05-16,no
FEATHERWEIGHT,11,"Cortavious Romious",3.00,2,2025-04-05,yes
FEATHERWEIGHT,12,"Josh Emmet",3.27,3,2025-10-04,yes
FEATHERWEIGHT,13,"Calvin Kattar",3.43,3,2025-07-12,yes
FEATHERWEIGHT,14,"Vinicius Oliveira",3.55,3,2026-06-20,no
FEATHERWEIGHT,15,"Jean Silva",3.59,3,2026-01-24,yes
FEATHERWEIGHT,16,"Dan Ige",3.86,3,2026-02-22,no
FEATHERWEIGHT,17,"Luke Riley",3.88,2,2026-03-21,no
FEATHERWEIGHT,18,"Movsar Evloev",3.88,3,2026-03-21,no
FEATHERWEIGHT,19,"Sodiq Yusuff",3.96,3,2025-05-17,yes
FEATHERWEIGHT,20,"Marwan Rahiki",4.00,2,2026-05-02,no
FEATHERWEIGHT,21,"Diego Lopes",4.06,3,2026-06-14,no
FEATHERWEIGHT,22,"Christian Rodriguez",4.22,3,2026-06-20,no
FEATHERWEIGHT,23,"Morgan Charriere",4.37,3,2025-12-13,yes
FEATHERWEIGHT,24,"Steve Garcia",4.43,3,2026-06-14,no
FEATHERWEIGHT,25,"Cub Swanson",4.45,3,2026-04-11,no
FEATHERWEIGHT,26,"Aaron Pico",4.50,2,2026-04-11,no
FEATHERWEIGHT,27,"Hyder Amil",4.65,3,2026-06-20,no
FEATHERWEIGHT,28,"Nate Landwehr",4.69,3,2026-04-11,no
FEATHERWEIGHT,29,"Andre Fili",4.71,3,2026-06-20,no
FEATHERWEIGHT,30,"Patricio Pitbull",4.84,3,2026-04-11,no
